,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Risk,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
395,32,1,2,2,1,1,11760,39,1,0,0,1,0,0,0,0
396,55,0,3,0,0,0,2578,12,1,0,0,0,1,0,0,0
397,46,1,2,1,0,0,2348,36,1,0,0,0,1,0,0,0
398,46,1,2,2,0,1,1223,12,0,1,0,0,0,0,0,0
399,43,0,1,1,3,0,1516,24,1,0,0,0,0,1,0,0
400,39,1,2,1,0,0,1473,18,1,0,0,0,0,1,0,0
401,28,1,2,1,0,1,1887,18,1,0,0,0,0,0,0,0
402,27,1,2,1,0,0,8648,24,0,0,0,0,0,0,0,0
403,27,1,1,1,0,0,802,14,1,1,0,0,0,0,0,0
404,43,1,2,1,0,1,2899,18,1,1,0,0,0,0,0,0
405,22,1,2,1,0,1,2039,24,0,0,0,0,0,1,0,0
406,43,1,2,1,0,0,2197,24,1,1,0,0,0,0,0,0
407,27,1,2,1,0,0,1053,15,1,0,0,0,0,1,0,0
408,26,1,3,1,2,0,3235,24,1,0,0,0,0,1,0,0
409,28,1,2,1,2,2,939,12,0,1,0,0,0,0,0,0
410,20,0,2,1,0,1,1967,24,1,0,0,0,0,1,0,0
411,35,1,3,1,0,0,7253,33,1,1,0,0,0,0,0,0
412,42,1,3,1,0,0,2292,12,0,0,0,0,0,0,0,0
413,40,1,1,2,2,0,1597,10,1,1,0,0,0,0,0,0
414,35,0,2,1,0,0,1381,24,0,1,0,0,0,0,0,0
415,35,1,2,1,0,0,5842,36,1,1,0,0,0,0,0,0
416,33,1,1,1,0,0,2579,12,0,1,0,0,0,0,0,0
417,23,0,2,2,0,0,8471,18,1,0,0,1,0,0,0,0
418,31,0,3,1,2,0,2782,21,1,1,0,0,0,0,0,0
419,33,0,2,1,0,1,1042,18,0,1,0,0,0,0,0,0
420,20,0,2,2,3,0,3186,15,1,1,0,0,0,0,0,0
421,30,1,2,1,0,1,2028,12,1,1,0,0,0,0,0,0
422,47,1,1,1,0,1,958,12,1,1,0,0,0,0,0,0
423,34,1,3,1,1,0,1591,21,1,0,0,0,1,0,0,0
424,25,0,2,1,0,1,2762,12,0,0,0,0,1,0,0,0
425,21,1,2,2,0,1,2779,18,1,1,0,0,0,0,0,0
426,29,1,2,1,0,0,2743,28,1,0,0,0,0,1,0,0
427,46,1,2,1,3,0,1149,18,1,0,0,0,0,1,0,0
428,20,1,2,1,0,0,1313,9,1,0,0,0,1,0,0,0
429,55,0,0,0,0,0,1190,18,0,0,0,0,0,0,1,0
430,74,1,1,1,0,0,3448,5,1,0,0,0,0,0,0,0
431,29,1,3,1,0,1,11328,24,0,0,0,0,0,0,0,1
432,36,1,3,0,0,0,1872,6,1,0,0,0,1,0,0,0
433,33,1,2,1,0,0,2058,24,1,0,0,0,0,0,1,0
434,25,1,2,1,0,0,2136,9,1,0,0,0,1,0,0,0
435,25,1,2,1,0,1,1484,12,0,0,0,0,0,1,0,0
436,23,1,1,2,2,0,660,6,1,0,0,0,0,0,1,0
437,37,0,2,1,3,0,1287,24,1,1,0,0,0,0,0,0
438,65,1,0,1,0,0,3394,42,1,0,0,0,0,0,1,0
439,26,0,0,1,0,2,609,12,0,0,0,0,0,0,0,0
440,39,1,3,1,0,0,1884,12,1,1,0,0,0,0,0,0
441,30,0,2,1,0,0,1620,12,1,0,0,0,1,0,0,0
442,29,1,2,1,0,1,2629,20,1,0,0,0,0,0,0,1
443,41,1,1,1,0,0,719,12,0,0,0,1,0,0,0,0
444,30,0,3,1,0,1,5096,48,0,0,0,0,1,0,0,0
445,41,0,1,2,0,0,1244,9,1,0,0,1,0,0,0,0
446,34,0,2,1,0,0,1842,36,0,1,0,0,0,0,0,0
447,35,1,2,1,0,1,2576,7,1,0,0,0,0,1,0,0
448,55,0,3,1,0,2,1424,12,1,0,0,0,1,0,0,0
449,61,1,2,1,3,1,1512,15,0,0,0,0,0,0,1,0
450,30,1,3,1,0,0,11054,36,1,1,0,0,0,0,0,0
451,29,0,2,1,0,0,518,6,1,0,0,0,0,1,0,0
452,34,1,2,1,0,0,2759,12,1,0,0,0,1,0,0,0
453,35,1,3,1,0,0,2670,24,1,1,0,0,0,0,0,0
454,31,1,2,1,0,0,4817,24,0,1,0,0,0,0,0,0
455,29,0,3,1,0,0,2679,24,1,1,0,0,0,0,0,0
456,36,1,2,2,0,0,3905,11,1,1,0,0,0,0,0,0
457,35,1,2,0,0,0,3386,12,0,1,0,0,0,0,0,0
458,27,0,2,1,0,0,343,6,1,0,1,0,0,0,0,0
459,32,1,2,1,0,0,4594,18,1,0,0,0,0,1,0,0
460,37,1,2,1,0,0,3620,36,1,0,0,0,1,0,0,0
461,36,1,2,1,0,0,1721,15,1,1,0,0,0,0,0,0
462,34,0,3,2,0,1,3017,12,1,0,0,0,1,0,0,0
463,38,1,2,1,0,1,754,12,1,0,0,1,0,0,0,0
464,34,1,2,1,0,0,1950,18,1,0,0,0,0,0,0,0
465,63,1,2,1,0,0,2924,24,1,1,0,0,0,0,0,0
466,29,0,1,2,0,0,1659,24,0,0,0,0,0,1,0,0
467,32,1,2,1,0,0,7238,48,1,0,0,0,0,1,0,0
468,26,0,2,1,0,0,2764,33,1,0,0,0,0,0,0,0
469,35,1,1,1,0,0,4679,24,1,1,0,0,0,0,0,0
470,22,1,2,2,1,1,3092,24,0,0,0,0,0,1,0,0
471,23,0,2,1,0,0,448,6,0,0,0,1,0,0,0,0
472,28,1,1,1,0,0,654,9,0,1,0,0,0,0,0,0
473,36,1,3,1,0,0,1238,6,1,0,0,1,0,0,0,0
474,33,1,2,1,0,1,1245,18,0,0,0,0,0,1,0,0
475,26,0,2,2,0,0,3114,18,0,0,0,0,1,0,0,0
476,24,1,2,1,2,0,2569,39,1,1,0,0,0,0,0,0
477,25,1,2,1,0,2,5152,24,1,0,0,0,0,1,0,0
478,39,1,1,1,1,1,1037,12,1,0,0,0,0,0,0,0
479,44,1,2,1,0,0,1478,15,1,0,0,0,1,0,0,0
480,23,0,1,1,0,1,3573,12,1,0,0,0,0,1,0,0
481,26,1,2,1,0,1,1201,24,1,1,0,0,0,0,0,0
482,57,0,2,2,3,0,3622,30,1,0,0,0,1,0,0,0
483,30,0,2,1,3,0,960,15,1,0,0,0,1,0,0,0
484,44,1,2,1,2,0,1163,12,1,1,0,0,0,0,0,0
485,47,1,3,1,0,1,1209,6,0,1,0,0,0,0,0,0
486,52,1,2,1,0,0,3077,12,1,0,0,0,0,1,0,0
487,62,0,2,0,0,0,3757,24,1,1,0,0,0,0,0,0
488,35,1,1,2,1,0,1418,10,1,1,0,0,0,0,0,0
489,26,1,2,2,0,0,3518,6,1,1,0,0,0,0,0,0
490,26,1,2,1,0,0,1934,12,1,0,0,0,0,1,0,0
491,42,0,3,0,0,1,8318,27,0,0,0,0,0,0,0,0
492,27,0,2,1,1,0,1237,6,1,0,0,0,0,1,0,0
493,38,1,2,1,0,1,368,6,1,0,0,0,0,1,0,0
494,39,1,1,2,0,0,2122,12,1,1,0,0,0,0,0,0
495,20,1,2,1,0,0,2996,24,0,0,0,0,1,0,0,0
496,29,1,3,2,1,1,9034,36,0,0,0,0,1,0,0,0
497,40,1,2,1,0,0,1585,24,1,0,0,0,1,0,0,0
498,32,1,1,1,0,1,1301,18,1,0,0,0,0,1,0,0
499,28,1,2,1,1,2,1323,6,1,1,0,0,0,0,0,0
500,27,0,2,1,0,0,3123,24,0,1,0,0,0,0,0,0
501,42,1,2,0,0,0,5493,36,1,1,0,0,0,0,0,0
502,49,1,2,1,1,2,1126,9,1,0,0,0,0,1,0,0
503,38,1,2,1,1,1,1216,24,0,0,0,0,0,1,0,0
504,24,0,2,2,0,0,1207,24,0,1,0,0,0,0,0,0
505,27,1,1,1,0,0,1309,10,0,1,0,0,0,0,0,0
506,36,1,2,1,2,2,2360,15,1,1,0,0,0,0,0,0
507,34,1,3,1,1,1,6850,15,0,1,0,0,0,0,0,0
508,28,1,2,1,0,0,1413,24,1,0,0,0,0,1,0,0
509,45,1,3,1,1,0,8588,39,1,1,0,0,0,0,0,0
510,26,1,2,1,0,0,759,12,0,1,0,0,0,0,0,0
511,32,1,3,0,0,0,4686,36,1,1,0,0,0,0,0,0
512,26,1,2,2,0,2,2687,15,1,0,0,0,0,0,0,0
513,20,1,2,2,0,1,585,12,1,0,0,0,0,1,0,0
514,54,1,2,1,0,0,2255,24,1,1,0,0,0,0,0,0
515,37,0,2,1,0,0,609,6,1,1,0,0,0,0,0,0
516,40,1,1,1,0,0,1361,6,1,1,0,0,0,0,0,0
517,23,0,2,2,0,0,7127,36,0,0,0,0,1,0,0,0
518,43,1,2,1,1,0,1203,6,1,1,0,0,0,0,0,0
519,36,1,2,0,0,0,700,6,1,0,0,0,0,1,0,0
520,44,1,2,0,0,0,5507,24,1,0,0,0,0,0,1,0
521,24,0,2,1,0,0,3190,18,0,0,0,0,0,1,0,0
522,53,1,2,0,0,0,7119,48,0,0,0,0,1,0,0,0
523,23,0,2,1,1,0,3488,24,1,1,0,0,0,0,0,0
524,26,0,1,1,0,1,1113,18,1,0,0,0,0,1,0,0
525,30,1,2,1,0,1,7966,26,1,1,0,0,0,0,0,0
526,31,0,2,1,1,0,1532,15,1,0,0,1,0,0,0,0
527,42,1,1,1,0,0,1503,4,1,0,0,0,0,1,0,0
528,31,1,2,2,0,0,2302,36,0,0,0,0,0,1,0,0
529,41,1,1,1,0,0,662,6,1,1,0,0,0,0,0,0
530,32,1,2,1,0,1,2273,36,1,0,0,1,0,0,0,0
531,28,0,2,2,1,1,2631,15,0,1,0,0,0,0,0,0
532,41,1,2,2,0,0,1503,12,1,1,0,0,0,0,0,0
533,26,1,2,1,1,0,1311,24,1,0,0,0,0,1,0,0
534,25,1,2,1,0,0,3105,24,1,0,0,0,0,1,0,0
535,33,1,2,2,0,2,2319,21,0,0,0,1,0,0,0,0
536,75,0,3,1,0,0,1374,6,1,1,0,0,0,0,0,0
537,37,0,2,1,0,1,3612,18,1,0,0,0,1,0,0,0
538,42,1,3,0,0,0,7763,48,0,1,0,0,0,0,0,0
539,45,0,1,1,0,2,3049,18,1,0,0,0,1,0,0,0
540,23,1,2,2,0,1,1534,12,0,0,0,0,0,1,0,0
541,60,1,2,0,0,0,2032,24,1,1,0,0,0,0,0,0
542,31,1,2,1,0,0,6350,30,0,0,0,0,1,0,0,0
543,34,1,1,1,0,2,2864,18,0,0,0,0,1,0,0,0
544,61,1,1,1,0,0,1255,12,1,1,0,0,0,0,0,0
545,43,1,2,0,0,0,1333,24,0,1,0,0,0,0,0,0
546,37,0,2,1,0,0,2022,24,1,1,0,0,0,0,0,0
547,32,1,2,1,0,0,1552,24,1,0,0,0,0,1,0,0
548,24,0,1,1,0,0,626,12,0,0,0,0,0,1,0,0
549,35,1,2,0,0,0,8858,48,1,1,0,0,0,0,0,0
550,23,0,2,1,0,0,996,12,1,0,0,0,0,0,1,0
551,45,1,1,1,2,0,1750,6,1,0,0,0,0,1,0,0
552,34,1,2,1,0,0,6999,48,0,0,0,0,0,1,0,0
553,27,1,2,1,1,1,1995,12,1,1,0,0,0,0,0,0
554,67,0,3,1,0,1,1199,9,1,0,0,1,0,0,0,0
555,22,1,2,1,0,1,1331,12,0,0,0,0,0,1,0,0
556,28,0,2,1,1,1,2278,18,0,1,0,0,0,0,0,0
557,29,0,2,1,0,0,5003,21,0,1,0,0,0,0,0,0
558,27,1,2,1,0,0,3552,24,0,0,0,0,1,0,0,0
559,31,1,1,1,0,1,1928,18,0,0,0,0,1,0,0,0
560,49,1,2,0,0,0,2964,24,1,1,0,0,0,0,0,0
561,24,1,1,2,0,0,1546,24,0,0,0,0,0,1,0,0
562,29,0,2,1,0,2,683,6,1,0,0,0,0,1,0,0
563,37,1,2,0,0,1,12389,36,0,1,0,0,0,0,0,0
564,37,1,3,1,0,1,4712,24,1,0,0,0,0,0,0,0
565,23,0,2,2,1,1,1553,24,1,0,0,0,0,1,0,0
566,36,1,2,1,0,0,1372,12,0,1,0,0,0,0,0,0
567,34,1,2,1,3,0,2578,24,1,0,0,0,0,1,0,0
568,41,1,2,1,0,1,3979,48,1,0,0,0,0,1,0,0
569,31,0,2,1,0,0,6758,48,0,0,0,0,0,1,0,0
570,23,0,1,2,0,0,3234,24,0,0,0,0,1,0,0,0
571,38,1,2,1,0,0,5954,30,1,0,0,0,0,1,0,0
572,26,0,3,2,0,0,5433,24,1,1,0,0,0,0,0,0
573,22,0,1,1,0,0,806,15,1,0,0,0,0,0,0,0
574,27,1,1,1,0,1,1082,9,1,0,0,0,0,1,0,0
575,24,0,2,1,0,0,2788,15,1,0,0,0,1,0,0,0
576,27,0,2,1,0,1,2930,12,1,0,0,0,0,1,0,0
577,33,0,2,1,0,0,1927,24,1,0,0,1,0,0,0,0
578,27,1,2,1,0,1,2820,36,0,1,0,0,0,0,0,0
579,27,1,1,1,0,0,937,24,1,0,0,1,0,0,0,0
580,30,1,2,1,0,1,1056,18,0,1,0,0,0,0,0,0
581,49,1,1,1,0,1,3124,12,1,1,0,0,0,0,0,0
582,26,0,2,2,0,0,1388,9,1,0,0,0,1,0,0,0
583,33,1,1,2,0,1,2384,36,0,0,0,0,0,0,1,0
584,52,0,3,0,0,0,2133,12,1,1,0,0,0,0,0,0
585,20,0,2,2,0,0,2039,18,0,0,0,0,1,0,0,0
586,36,1,2,2,0,0,2799,9,1,1,0,0,0,0,0,0
587,21,1,1,1,0,0,1289,12,1,0,0,0,1,0,0,0
588,47,1,1,1,0,0,1217,18,0,0,1,0,0,0,0,0
589,60,1,2,1,0,0,2246,12,0,0,0,0,1,0,0,0
590,58,0,1,1,0,0,385,12,1,0,0,0,0,1,0,0
591,42,0,2,2,0,1,1965,24,1,1,0,0,0,0,0,0
592,36,0,1,1,3,0,1572,21,1,0,0,0,0,0,0,0
593,20,0,1,2,0,1,2718,24,0,1,0,0,0,0,0,0
594,40,1,3,1,0,0,1358,24,0,0,0,0,0,0,0,1
595,32,0,1,1,1,1,931,6,0,1,0,0,0,0,0,0
596,23,0,2,2,0,0,1442,24,0,1,0,0,0,0,0,0
597,36,1,1,1,0,1,4241,24,0,0,0,0,0,0,0,0
598,31,1,2,1,0,0,2775,18,0,1,0,0,0,0,0,0
599,32,1,2,0,0,0,3863,24,1,0,0,0,0,0,0,0
600,45,0,2,1,0,1,2329,7,1,0,0,0,0,1,0,0
601,30,0,2,1,0,1,918,9,0,0,0,0,1,0,0,0
602,34,0,1,0,0,1,1837,24,0,0,0,1,0,0,0,0
603,28,0,3,1,0,0,3349,36,0,0,0,0,1,0,0,0
604,23,0,2,1,0,2,1275,10,1,0,0,0,1,0,0,0
605,22,1,2,1,2,0,2828,24,1,0,0,0,1,0,0,0
606,74,1,3,1,0,0,4526,24,1,0,0,0,0,0,0,0
607,50,0,2,0,1,1,2671,36,0,0,0,0,0,1,0,0
608,33,1,2,1,0,0,2051,18,1,0,0,0,0,1,0,0
609,45,1,2,0,0,0,1300,15,1,1,0,0,0,0,0,0
610,22,0,2,1,1,0,741,12,0,0,1,0,0,0,0,0
611,48,0,1,0,1,2,1240,10,0,1,0,0,0,0,0,0
612,29,0,2,1,3,0,3357,21,1,0,0,0,0,1,0,0
613,22,0,2,2,0,0,3632,24,1,1,0,0,0,0,0,0
614,22,0,2,1,0,0,1808,18,0,0,0,0,1,0,0,0
615,48,1,3,1,0,1,12204,48,1,0,0,0,0,0,0,0
616,27,1,3,0,0,1,9157,60,1,0,0,0,0,1,0,0
617,37,1,2,2,0,0,3676,6,1,1,0,0,0,0,0,0
618,21,0,2,2,1,1,3441,30,0,0,0,0,1,0,0,0
619,49,1,1,1,0,0,640,12,1,1,0,0,0,0,0,0
620,27,1,2,1,0,1,3652,21,1,0,0,0,0,0,0,0
621,32,1,2,1,0,0,1530,18,0,1,0,0,0,0,0,0
622,38,1,2,1,0,0,3914,48,0,0,0,0,0,0,0,0
623,22,0,2,2,0,0,1858,12,1,0,0,0,1,0,0,0
624,65,1,2,0,0,0,2600,18,0,0,0,0,0,1,0,0
625,35,1,2,1,0,0,1979,15,1,0,0,0,0,1,0,0
626,41,1,2,1,0,2,2116,6,1,0,0,0,1,0,0,0
627,29,1,2,1,1,1,1437,9,0,1,0,0,0,0,0,0
628,36,1,2,1,2,0,4042,42,1,0,0,0,1,0,0,0
629,64,1,1,1,0,0,3832,9,1,0,0,1,0,0,0,0
630,28,0,2,1,0,0,3660,24,1,0,0,0,0,1,0,0
631,44,1,2,1,0,0,1553,18,0,0,0,0,1,0,0,0
632,23,1,2,1,0,1,1444,15,1,0,0,0,0,1,0,0
633,19,0,2,2,0,0,1980,9,0,0,0,0,1,0,0,0
634,25,0,1,1,0,1,1355,24,0,1,0,0,0,0,0,0
635,47,1,2,1,0,0,1393,12,1,0,0,1,0,0,0,0
636,28,0,2,1,2,0,1376,24,1,0,0,0,0,1,0,0
637,21,1,2,1,0,0,15653,60,1,0,0,0,0,1,0,0
638,34,0,2,1,0,0,1493,12,1,0,0,0,0,1,0,0
639,26,1,2,1,0,0,4370,42,0,0,0,0,0,1,0,0
640,27,0,0,1,0,0,750,18,0,0,0,1,0,0,0,0
641,38,1,1,1,0,1,1308,15,1,0,0,0,0,0,1,0
642,40,1,3,1,1,0,4623,15,0,0,0,1,0,0,0,0
643,33,1,2,1,0,0,1851,24,1,0,0,0,0,1,0,0
644,32,1,3,1,0,0,1880,18,1,0,0,0,0,1,0,0
645,27,1,2,2,0,0,7980,36,0,0,0,0,0,0,0,0
646,32,1,2,1,0,0,4583,30,1,0,0,0,1,0,0,0
647,26,0,2,1,2,0,1386,12,0,1,0,0,0,0,0,0
648,38,1,2,0,0,2,947,24,0,1,0,0,0,0,0,0
649,40,1,1,2,0,0,684,12,0,0,0,1,0,0,0,0
650,50,1,3,0,0,0,7476,48,1,0,0,1,0,0,0,0
651,37,1,1,1,0,1,1922,12,0,0,0,0,1,0,0,0
652,45,1,2,1,0,0,2303,24,0,1,0,0,0,0,0,0
653,42,1,3,1,1,1,8086,36,0,1,0,0,0,0,0,0
654,35,1,2,1,0,0,2346,24,1,1,0,0,0,0,0,0
655,22,1,2,0,0,0,3973,14,1,1,0,0,0,0,0,0
656,41,1,1,1,0,1,888,12,0,1,0,0,0,0,0,0
657,37,1,2,1,0,0,10222,48,1,0,0,0,0,1,0,0
658,28,0,2,1,0,1,4221,30,1,0,0,0,0,0,0,0
659,41,1,2,1,0,1,6361,18,1,0,0,0,1,0,0,0
660,23,1,2,2,0,2,1297,12,1,0,0,0,0,1,0,0
661,23,1,2,1,0,0,900,12,0,1,0,0,0,0,0,0
662,50,1,2,1,0,0,2241,21,1,0,0,0,1,0,0,0
663,35,1,3,1,0,1,1050,6,1,0,0,0,1,0,0,0
664,50,0,1,1,0,2,1047,6,1,0,0,1,0,0,0,0
665,27,1,3,1,0,0,6314,24,1,0,0,0,0,0,0,1
666,34,1,2,1,3,1,3496,30,1,0,0,0,1,0,0,0
667,27,0,2,1,0,0,3609,48,1,0,0,0,0,0,0,0
668,43,1,2,2,0,0,4843,12,0,1,0,0,0,0,0,0
669,47,1,2,1,0,2,3017,30,1,0,0,0,0,1,0,0
670,27,1,1,1,1,0,4139,24,1,0,0,0,0,0,0,0
671,31,1,2,1,1,0,5742,36,1,0,0,0,0,0,0,0
672,42,1,3,1,0,0,10366,60,1,1,0,0,0,0,0,0
673,24,1,2,1,2,0,2080,6,1,1,0,0,0,0,0,0
674,41,1,1,1,2,0,2580,21,0,0,0,0,0,0,0,0
675,26,0,3,2,0,0,4530,30,1,0,0,0,0,1,0,0
676,33,1,2,1,0,0,5150,24,1,0,0,0,1,0,0,0
677,24,1,2,1,1,1,5595,72,0,0,0,0,0,1,0,0
678,64,1,1,2,0,0,2384,24,1,0,0,0,0,1,0,0
679,26,0,2,1,0,0,1453,18,1,0,0,0,0,1,0,0
680,56,0,2,1,0,0,1538,6,1,0,0,1,0,0,0,0
681,37,1,2,0,0,0,2279,12,1,0,0,0,0,1,0,0
682,33,1,2,1,0,0,1478,15,1,0,0,0,0,1,0,0
683,47,1,2,0,0,0,5103,24,1,0,0,0,0,1,0,0
684,31,1,1,1,1,1,9857,36,1,0,0,0,0,0,0,0
685,34,1,2,0,0,0,6527,60,1,1,0,0,0,0,0,0
686,27,1,2,1,0,2,1347,10,1,0,0,0,0,1,0,0
687,30,1,2,0,1,1,2862,36,1,1,0,0,0,0,0,0
688,35,1,2,1,1,0,2753,9,1,0,0,0,0,1,0,0
689,31,1,2,1,3,0,3651,12,1,1,0,0,0,0,0,0
690,25,1,2,1,0,0,975,15,1,0,0,0,1,0,0,0
691,25,0,1,1,1,1,2631,15,1,0,0,0,0,0,1,0
692,29,1,2,1,1,1,2896,24,1,0,0,0,0,1,0,0
693,44,1,1,1,0,0,4716,6,1,1,0,0,0,0,0,0
694,28,1,2,1,0,0,2284,24,1,0,0,0,0,1,0,0
695,50,1,2,2,2,0,1236,6,1,1,0,0,0,0,0,0
696,29,1,2,1,0,1,1103,12,1,0,0,0,0,1,0,0
697,38,0,0,1,0,0,926,12,1,1,0,0,0,0,0,0
698,24,1,2,1,0,0,1800,18,1,0,0,0,0,1,0,0
699,40,1,3,2,0,2,1905,15,1,0,0,1,0,0,0,0
700,29,0,1,2,2,0,1123,12,0,0,0,0,1,0,0,0
701,46,1,2,0,0,0,6331,48,0,1,0,0,0,0,0,0
702,47,0,2,0,1,2,1377,24,1,0,0,0,0,1,0,0
703,41,1,2,1,1,1,2503,30,1,0,0,0,0,0,0,0
704,32,0,2,1,0,1,2528,27,1,0,0,0,0,0,0,0
705,35,0,2,0,2,0,5324,15,1,1,0,0,0,0,0,0
706,24,1,2,1,1,1,6560,48,0,1,0,0,0,0,0,0
707,25,0,2,2,0,1,2969,12,0,0,0,0,1,0,0,0
708,25,0,2,1,0,1,1206,9,1,0,0,0,0,1,0,0
709,37,1,1,1,0,1,2118,9,1,0,0,0,0,1,0,0
710,32,1,3,1,2,0,629,18,1,0,0,0,0,1,0,0
711,35,0,2,0,0,0,1198,6,0,0,0,1,0,0,0,0
712,46,1,3,1,0,0,2476,21,1,1,0,0,0,0,0,0
713,25,1,1,1,0,0,1138,9,1,0,0,0,0,1,0,0
714,27,1,3,1,0,1,14027,60,0,1,0,0,0,0,0,0
715,63,1,2,1,0,0,7596,30,1,1,0,0,0,0,0,0
716,40,1,2,1,0,0,3077,30,1,0,0,0,0,1,0,0
717,32,1,3,0,0,0,1505,18,1,0,0,0,0,1,0,0
718,31,1,2,1,0,2,3148,24,1,0,0,0,0,1,0,0
719,31,1,2,1,1,1,6148,20,1,1,0,0,0,0,0,0
720,34,1,3,1,0,2,1337,9,0,0,0,0,0,1,0,0
721,24,0,2,2,3,1,433,6,0,0,0,1,0,0,0,0
722,24,0,1,1,0,0,1228,12,0,1,0,0,0,0,0,0
723,66,0,1,1,2,1,790,9,1,0,0,0,0,1,0,0
724,21,0,2,2,0,0,2570,27,0,1,0,0,0,0,0,0
725,41,0,1,1,3,0,250,6,1,1,0,0,0,0,0,0
726,47,1,1,1,2,0,1316,15,1,0,0,0,0,1,0,0
727,25,0,2,2,0,0,1882,18,0,0,0,0,0,1,0,0
728,59,0,2,2,0,1,6416,48,0,0,0,0,0,0,0,0
729,36,1,2,1,3,2,1275,24,1,0,0,0,0,0,0,0
730,33,1,2,1,0,1,6403,24,1,0,0,0,0,1,0,0
731,21,1,1,2,0,0,1987,24,0,0,0,0,0,1,0,0
732,44,0,1,1,0,1,760,8,1,0,0,0,0,1,0,0
733,28,0,2,2,3,0,2603,24,1,1,0,0,0,0,0,0
734,37,0,2,1,0,0,3380,4,1,1,0,0,0,0,0,0
735,29,0,0,1,0,1,3990,36,1,0,1,0,0,0,0,0
736,23,0,3,2,0,1,11560,24,0,1,0,0,0,0,0,0
737,35,1,1,1,1,0,4380,18,1,1,0,0,0,0,0,0
738,45,1,3,1,0,0,6761,6,1,1,0,0,0,0,0,0
739,26,0,1,2,1,1,4280,30,0,0,0,0,0,0,0,0
740,32,1,2,1,1,0,2325,24,1,1,0,0,0,0,0,0
741,23,1,1,1,0,1,1048,10,1,0,0,0,0,1,0,0
742,41,1,2,1,0,0,3160,21,1,0,0,0,0,1,0,0
743,22,1,2,1,2,0,2483,24,1,0,0,0,1,0,0,0
744,30,1,3,1,0,0,14179,39,1,0,0,0,1,0,0,0
745,28,1,1,1,0,0,1797,13,1,0,0,0,0,0,0,0
746,23,0,2,2,0,0,2511,15,1,1,0,0,0,0,0,0
747,37,0,1,1,0,0,1274,12,0,1,0,0,0,0,0,0
748,26,1,2,1,0,0,5248,21,1,1,0,0,0,0,0,0
749,33,1,2,1,0,0,3029,15,1,1,0,0,0,0,0,0
750,49,0,2,1,0,0,428,6,1,0,0,0,1,0,0,0
751,23,0,1,1,0,0,976,18,0,1,0,0,0,0,0,0
752,23,0,1,2,1,1,841,12,1,0,0,0,0,0,0,0
753,25,0,2,1,0,0,5771,30,1,0,0,0,0,1,0,0
754,55,1,2,0,3,0,1555,12,0,0,0,0,0,0,1,0
755,32,0,2,2,0,0,1285,24,0,1,0,0,0,0,0,0
756,74,1,0,1,0,2,1299,6,1,1,0,0,0,0,0,0
757,39,1,2,0,0,2,1271,15,0,0,0,0,0,1,0,0
758,31,1,2,1,0,0,1393,24,1,1,0,0,0,0,0,0
759,35,1,2,1,0,0,691,12,0,1,0,0,0,0,0,0
760,59,0,2,1,0,0,5045,15,1,1,0,0,0,0,0,0
761,24,0,2,2,0,0,2124,18,0,0,0,0,1,0,0,0
762,24,1,1,1,0,0,2214,12,1,0,0,0,0,1,0,0
763,30,1,3,0,0,0,12680,21,0,1,0,0,0,0,0,0
764,27,1,2,1,1,0,2463,24,1,1,0,0,0,0,0,0
765,40,1,1,1,0,1,1155,12,1,0,0,0,0,1,0,0
766,31,1,1,1,0,0,3108,30,0,0,0,0,1,0,0,0
767,31,0,2,2,0,0,2901,10,1,1,0,0,0,0,0,0
768,28,1,2,2,0,1,3617,12,1,0,0,0,1,0,0,0
769,63,1,1,1,0,0,1655,12,1,0,0,0,0,1,0,0
770,26,0,2,2,0,0,2812,24,1,1,0,0,0,0,0,0
771,25,0,3,1,0,0,8065,36,0,0,0,1,0,0,0,0
772,36,1,3,1,0,0,3275,21,1,1,0,0,0,0,0,0
773,52,1,2,1,1,0,2223,24,1,0,0,0,0,1,0,0
774,66,1,0,0,2,2,1480,12,1,1,0,0,0,0,0,0
775,25,0,2,2,0,0,1371,24,0,1,0,0,0,0,0,0
776,37,1,2,1,0,0,3535,36,1,1,0,0,0,0,0,0
777,25,0,2,1,0,0,3509,18,1,0,0,0,0,1,0,0
778,38,1,3,1,3,0,5711,36,1,1,0,0,0,0,0,0
779,67,0,2,1,0,1,3872,18,1,0,0,0,0,0,1,0
780,25,1,2,1,0,1,4933,39,0,0,0,0,0,1,0,0
781,60,1,2,1,3,0,1940,24,1,1,0,0,0,0,0,0
782,31,1,1,1,0,1,1410,12,1,0,0,1,0,0,0,0
783,23,0,1,1,1,1,836,12,0,1,0,0,0,0,0,0
784,60,1,3,1,0,1,6468,20,1,1,0,0,0,0,0,0
785,35,1,1,1,3,1,1941,18,1,0,0,0,0,0,0,0
786,40,1,2,1,2,0,2675,22,1,0,0,0,0,1,0,0
787,38,1,2,1,0,0,2751,48,1,1,0,0,0,0,0,0
788,50,1,2,0,0,1,6224,48,0,0,0,1,0,0,0,0
789,27,1,2,1,0,0,5998,40,0,0,0,1,0,0,0,0
790,39,0,2,1,0,1,1188,21,0,0,0,0,0,0,0,0
791,41,1,3,1,0,0,6313,24,1,1,0,0,0,0,0,0
792,27,1,2,1,0,0,1221,6,1,0,0,0,1,0,0,0
